OBJECTID,fieldname,platformtypename,tracknumber,uniqueidentifier,symbolcode,alertcode,speed,notes,altitude_m,estpoints,created_user,created_date,last_edited_user,last_edited_date,class,DateTimeSim,Distance_1_sec,BEARING,X,Y,POINT_Z,PlatformName,Speed_km_hr
122,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,165.9637574,119.2056506,22.82180109,0,"u""""UNKNOWN1""""",45000
123,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:46,16666.66667,226.5481577,125.580349,28.48389314,0,"u""""Eagle1""""",60000
124,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,126.2670535,110.0675963,17.95283809,0,"u""""FLANKER-3""""",52500
125,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,116.5650517,113.9563723,8.68100188,0,"u""""UNK1""""",35000
126,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:46,1805.555556,245.9892176,112.7163218,10.69822553,0,"u""""SeaSquid""""",6500
127,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:46,13888.88889,105.7787384,107.996115,10.50445081,0,"u""""Albatross1""""",50000
128,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,116.5650517,114.042169,8.674554892,0,"u""""UNK1""""",35000
129,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:46,1250,206.2490458,111.9098898,5.875734724,0,"u""""Xianning""""",4500
130,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:46,1388.888889,216.8698964,124.1176145,23.96277449,0,"u""""IzumoDDH183""""",5000
131,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:46,1388.888889,259.1148176,113.4954766,20.17590707,0,"u""""SeaSerpent2""""",5000
132,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:46,1111.111111,220.1294978,132.0125558,30.52983249,0,"u""""Bengal1""""",4000
133,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:46,972.2222222,249.2277508,112.0419144,6.052294949,0,"u""""Serpent1""""",3500
134,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:46,11805.55556,259.0107757,114.2303088,16.62107707,0,"u""""JUMPY26""""",42500
135,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:46,13888.88889,307.1817515,118.1226314,22.07330359,0,"u""""Utter51""""",50000
136,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:46,16666.66667,226.5481577,125.4725563,28.39258793,0,"u""""Eagle1""""",60000
137,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:46,972.2222222,348.0332068,110.3819802,17.37832789,0,"u""""Shang1""""",3500
138,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:46,13888.88889,121.1849744,119.9687188,25.78529787,0,"u""""Red Orchid""""",50000
139,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,172.8749846,119.2408007,22.72405645,0,"u""""UNKNOWN1""""",45000
140,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:46,14583.33333,138.1316652,110.2084672,17.42633054,0,"u""""Flanker-1""""",52500
141,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:46,13888.88889,85.53284073,113.1227485,19.49683029,0,"u""""RedDragon3""""",50000
142,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:46,1388.888889,37.44365813,111.507328,17.69921092,0,"u""""RedDragon2""""",5000
143,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:46,1250,254.7295459,109.2550061,8.021124475,0,"u""""DDG114RJ""""",4500
144,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:46,14583.33333,131.1235026,109.9114477,17.57615984,0,"u""""FLANKER-2""""",52500
145,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:46,972.2222222,263.4474451,115.6427063,20.71607725,0,"u""""REAGANTF""""",3500
146,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:46,15833.33333,232.471559,114.5269766,14.76117676,0,"u""""Eagle2""""",57000
147,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:46,11111.11111,282.0947571,120.3451527,14.3779798,0,"u""""Dragon1""""",40000
148,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:46,972.2222222,212.952659,122.5250345,26.75566828,0,"u""""RedTiger""""",3500
149,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:46,1111.111111,243.4349465,111.4087698,5.770943185,0,"u""""Serpent2""""",4000
150,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,131.6296965,110.1795046,17.88803458,0,"u""""FLANKER-3""""",52500
151,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:46,1388.888889,37.44365408,111.5149135,17.7086476,0,"u""""RedDragon2""""",5000
152,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:46,972.2222222,249.2277432,112.0337485,6.04921479,0,"u""""Serpent1""""",3500
153,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:46,11805.55556,259.0107757,114.1262024,16.60170484,0,"u""""JUMPY26""""",42500
154,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:46,1111.111111,243.4349488,111.3998422,5.766502025,0,"u""""Serpent2""""",4000
155,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:46,16666.66667,227.1027573,125.3638673,28.30196675,0,"u""""Eagle1""""",60000
156,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:46,14583.33333,126.869898,110.0137449,17.49812577,0,"u""""FLANKER-2""""",52500
157,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:46,972.2222222,113.9730485,110.3899604,17.37494131,0,"u""""Shang1""""",3500
158,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:46,1250,245.5607247,109.2441736,8.018195968,0,"u""""DDG114RJ""""",4500
159,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,94.34685381,114.1295052,8.674554892,0,"u""""UNK1""""",35000
160,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:46,1250,206.2490438,111.9049235,5.86571653,0,"u""""Xianning""""",4500
161,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:46,14583.33333,138.1316652,110.2959023,17.33322805,0,"u""""Flanker-1""""",52500
162,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:46,13888.88889,105.7787387,108.1165103,10.47305729,0,"u""""Albatross1""""",50000
163,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,196.6693627,119.2674765,22.62344269,0,"u""""UNKNOWN1""""",45000
164,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:46,15833.33333,232.4715592,114.4141783,14.67737804,0,"u""""Eagle2""""",57000
165,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:46,13888.88889,121.1849744,120.0754562,25.72711205,0,"u""""Red Orchid""""",50000
166,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:46,11111.11111,282.0947573,120.2459583,14.372577,0,"u""""Dragon1""""",40000
167,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:46,13888.88889,307.1817515,118.0172486,22.13518544,0,"u""""Utter51""""",50000
168,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:46,972.2222222,212.9526607,122.5202839,26.74912417,0,"u""""RedTiger""""",3500
169,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:46,1388.888889,216.869895,124.1101285,23.95365318,0,"u""""IzumoDDH183""""",5000
170,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:46,972.2222222,260.19737,115.6340298,20.71514505,0,"u""""REAGANTF""""",3500
171,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:46,1388.888889,259.1148176,113.4832244,20.17369553,0,"u""""SeaSerpent2""""",5000
172,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:46,13888.88889,85.53284073,113.2471355,19.50599055,0,"u""""RedDragon3""""",50000
173,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:46,1805.555556,245.989215,112.7015057,10.69174029,0,"u""""SeaSquid""""",6500
174,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:46,1111.111111,220.1294944,132.0061227,30.52325869,0,"u""""Bengal1""""",4000
175,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,131.6296965,110.2847031,17.81456759,0,"u""""FLANKER-3""""",52500
176,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:46,1111.111111,220.1295017,131.9996896,30.51668444,0,"u""""Bengal1""""",4000
177,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:46,972.2222222,113.9730462,110.3979406,17.37155466,0,"u""""Shang1""""",3500
178,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:46,1111.111111,243.4349465,111.3909147,5.762060832,0,"u""""Serpent2""""",4000
179,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:46,15833.33333,232.4715593,114.3013801,14.59354721,0,"u""""Eagle2""""",57000
180,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:46,972.2222222,249.2277453,112.0255826,6.046134612,0,"u""""Serpent1""""",3500
181,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:46,11111.11111,282.0947569,120.1483611,14.39283522,0,"u""""Dragon1""""",40000
182,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:46,1388.888889,37.44365408,111.522499,17.71808379,0,"u""""RedDragon2""""",5000
183,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:46,14583.33333,138.1316649,110.3833373,17.24007832,0,"u""""Flanker-1""""",52500
184,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:46,14583.33333,123.9071381,110.1175683,17.42193788,0,"u""""FLANKER-2""""",52500
185,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:46,13888.88889,302.3662655,117.9118658,22.19704012,0,"u""""Utter51""""",50000
186,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:46,972.2222222,212.9526557,122.5155333,26.74257968,0,"u""""RedTiger""""",3500
187,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:46,11805.55556,259.0107752,114.0220959,16.58233066,0,"u""""JUMPY26""""",42500
188,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,90,114.2168414,8.674554892,0,"u""""UNK1""""",35000
189,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:46,1388.888889,259.1148135,113.4709723,20.17148396,0,"u""""SeaSerpent2""""",5000
190,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:46,1805.555556,245.9892176,112.6866896,10.68525491,0,"u""""SeaSquid""""",6500
191,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:46,13888.88889,85.53284073,113.3715225,19.51515029,0,"u""""RedDragon3""""",50000
192,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:46,1388.888889,216.8698988,124.1026426,23.94453122,0,"u""""IzumoDDH183""""",5000
193,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,131.6296962,110.3826228,17.73169325,0,"u""""FLANKER-3""""",52500
194,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:46,13888.88889,144.770812,120.1573775,25.64375128,0,"u""""Red Orchid""""",50000
195,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:46,972.2222222,257.0619376,115.6253532,20.71421285,0,"u""""REAGANTF""""",3500
196,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:46,1250,236.8623287,109.2333411,8.015267441,0,"u""""DDG114RJ""""",4500
197,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:46,16666.66667,235.175511,125.2551782,28.21126832,0,"u""""Eagle1""""",60000
198,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:46,1250,206.2490458,111.8999572,5.855698157,0,"u""""Xianning""""",4500
199,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,221.1859251,119.2778783,22.52035281,0,"u""""UNKNOWN1""""",45000
200,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:46,13888.88889,104.8521187,108.2411058,10.46664602,0,"u""""Albatross1""""",50000
201,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:46,1250,236.8623337,109.2232422,8.010722835,0,"u""""DDG114RJ""""",4500
202,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:46,1111.111111,243.4349511,111.3819872,5.757619603,0,"u""""Serpent2""""",4000
203,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:46,14583.33333,125.9443942,110.2223718,17.34692574,0,"u""""FLANKER-2""""",52500
204,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:46,13888.88889,14.300275,120.2339765,25.55493443,0,"u""""Red Orchid""""",50000
205,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,90,114.3041776,8.674554892,0,"u""""UNK1""""",35000
206,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:46,1805.555556,245.9892163,112.6718736,10.6787694,0,"u""""SeaSquid""""",6500
207,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:46,1111.111111,220.1294944,131.9932565,30.51010975,0,"u""""Bengal1""""",4000
208,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:46,1250,206.2490438,111.894991,5.845679604,0,"u""""Xianning""""",4500
209,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:46,13888.88889,85.53284114,113.4959095,19.52430951,0,"u""""RedDragon3""""",50000
210,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:46,11805.55556,259.0107758,113.9179895,16.56295452,0,"u""""JUMPY26""""",42500
211,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:46,972.2222222,212.952659,122.5107826,26.73603481,0,"u""""RedTiger""""",3500
212,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:46,13888.88889,302.3662655,117.8064831,22.25886756,0,"u""""Utter51""""",50000
213,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:46,14583.33333,138.1316649,110.4707724,17.14688157,0,"u""""Flanker-1""""",52500
214,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:46,1388.888889,37.44365736,111.5300846,17.72751948,0,"u""""RedDragon2""""",5000
215,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:46,1388.888889,216.8699056,124.0951566,23.93540862,0,"u""""IzumoDDH183""""",5000
216,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:46,972.2222222,113.9730462,110.4059209,17.36816796,0,"u""""Shang1""""",3500
217,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:46,11111.11111,326.3099328,120.0507639,14.41309159,0,"u""""Dragon1""""",40000
218,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:46,15833.33333,232.4715593,114.1885819,14.50968443,0,"u""""Eagle2""""",57000
219,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:46,16666.66667,235.1755107,125.1455724,28.12148628,0,"u""""Eagle1""""",60000
220,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:46,13888.88889,92.99543641,108.3657013,10.46023461,0,"u""""Albatross1""""",50000
221,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,249.4439548,119.2430921,22.42866951,0,"u""""UNKNOWN1""""",45000
222,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:46,972.2222222,249.2277432,112.0174166,6.043054417,0,"u""""Serpent1""""",3500
223,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:46,972.2222222,257.0619447,115.6167604,20.71282418,0,"u""""REAGANTF""""",3500
224,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,131.6296965,110.4805425,17.64878057,0,"u""""FLANKER-3""""",52500
225,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:46,1388.888889,256.6255095,113.4587202,20.16927235,0,"u""""SeaSerpent2""""",5000
226,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:46,1111.111111,220.1294978,131.9868234,30.50353462,0,"u""""Bengal1""""",4000
227,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:46,1111.111111,249.6911305,111.3730597,5.75317834,0,"u""""Serpent2""""",4000
228,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:46,11805.55556,259.0107757,113.813883,16.54357644,0,"u""""JUMPY26""""",42500
229,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:46,13888.88889,85.53284073,113.6202965,19.53346821,0,"u""""RedDragon3""""",50000
230,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:46,14583.33333,141.5758783,110.5582074,17.05363803,0,"u""""Flanker-1""""",52500
231,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:46,14583.33333,131.6296965,110.5784622,17.56582969,0,"u""""FLANKER-3""""",52500
232,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:46,972.2222222,257.061946,115.6082485,20.71099512,0,"u""""REAGANTF""""",3500
233,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:46,1250,221.7193213,111.8900247,5.835660872,0,"u""""Xianning""""",4500
234,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:46,972.2222222,249.2277487,112.0092507,6.039974206,0,"u""""Serpent1""""",3500
235,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:46,972.2222222,113.9730462,110.4139011,17.36478119,0,"u""""Shang1""""",3500
236,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:46,9722.222222,90,114.3915138,8.674554892,0,"u""""UNK1""""",35000
237,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:46,13888.88889,295.2005033,117.7011003,22.3206677,0,"u""""Utter51""""",50000
238,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:46,13888.88889,164.540654,120.2789706,25.45104157,0,"u""""Red Orchid""""",50000
239,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:46,12500,259.7326228,119.155722,22.36847679,0,"u""""UNKNOWN1""""",45000
240,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:46,1805.555556,242.8271061,112.6570575,10.67228374,0,"u""""SeaSquid""""",6500
